calories_g,fat_g,carbohydrates_g,protein_g,cholesterol_mg,sodium_mg
349.0,13.5,32.1,22.8, 82 ,141.0
228.0,8.5,1.3,34.8, 72 ,103.0
1069.0,80.3,74.0,22.6, 146  ,302.0
349.0,22.2,16.3,21.9, 61  ,964.0
520.0,28.3,30.2,34.5, 157  ,682.0
476.0,45.2,4.5,14.3, 167  ,421.0
551.0,41.6,12.9,30.7, 51  ,2803.0
170.0,5.8,24.2,5.1, 70  ,394.0
581.0,38.1,7.8,48.7, 139  ,2758.0
455.0,32.4,6.6,34.4, 161 ,643.0
170.0,6.0,14.5,15.9, 56  ,547.0
455.0,26.1,12.7,35.3, 98  ,1310.0
619.0,21.6,77.6,29.9, 130  ,1032.0
477.0,24.5,39.3,26.7, 63  ,1041.0
439.0,27.8,28.8,17.9, 45  ,1255.0
163.0,11.3,7.9,7.5, 27  ,733.0
268.0,5.1,12.6,41.7, 70  ,381.0
330.0,18.8,14.5,25.1, 77  ,664.0
385.0,15.2,30.5,31.3, 83  ,810.0
425.0,22.4,17.6,38.8, 125  ,1089.0
549.0,46.7,4.9,27.5, 176  ,209.0
564.0,26.0,20.0,49.3, 145 ,3276.0
433.0,31.4,11.8,28.5, 84 ,441.0
455.0,31.3,17.6,24.1, 100  ,702.0
486.0,18.0,35.9,50.8, 45  ,1807.0
445.0,23.2,33.9,24.5, 65  ,1721.0
883.0,50.9,3.6,96.0, 326  ,666.0
208.0,8.6,7.6,24.7, 63 ,446.0
315.0,11.3,36.1,18.4, 33  ,638.0
543.0,20.4,19.8,66.7, 162 ,817.0
442.0,4.6,67.9,34.3, 68 ,1931.0
359.0,20.9,22.9,21.7, 80  ,905.0
166.0,0.6,29.8,11.6, 27 ,349.0
485.0,24.9,24.2,39.9, 181 ,304.0
795.0,64.4,8.9,41.9, 142 ,1478.0
294.0,11.6,11.0,35.0, 100 ,549.0
827.0,59.2,22.8,49.0, 234  ,284.0
497.0,25.9,46.7,18.6, 75  ,869.0
665.0,13.8,104.6,30.5, 39  ,1594.0
270.0,6.5,3.9,47.8, 73  ,565.0
398.0,22.9,2.9,41.1, 129 ,1289.0
662.0,50.7,15.4,35.6, 110  ,406.0
455.0,14.4,47.9,32.2, 70 ,213.0
574.0,39.4,17.2,37.7, 137  ,1110.0
331.0,5.7,53.2,17.4, 66  ,498.0
206.0,9.4,20.2,10.4, 21  ,906.0
746.0,59.3,28.4,24.5, 113 ,1135.0
233.0,11.2,15.9,17.1, 92  ,324.0
536.0,34.6,27.9,25.3, 116  ,1135.0
530.0,16.2,59.9,36.9, 105  ,994.0
401.0,13.4,9.9,57.1, 140  ,480.0
464.0,24.2,10.6,47.5, 149 ,1583.0
643.0,32.4,46.5,39.2, 204  ,3126.0
949.0,62.9,27.7,65.9, 171  ,1039.0
335.0,8.1,48.3,15.9, 279  ,252.0
694.0,44.8,26.5,42.8, 176  ,1091.0
387.0,21.8,8.0,33.9, 92  ,418.0
619.0,23.3,54.2,43.0, 104  ,1689.0
248.0,4.9,43.8,9.0, 0  ,30.0
263.0,6.8,25.5,24.0, 66 ,756.0
671.0,37.7,52.3,31.9, 145  ,843.0
88.0,3.8,10.3,4.3, 4  ,248.0
237.0,11.8,12.3,19.9, 71  ,80.0
545.0,15.1,56.9,43.6, 90  ,392.0
867.0,37.3,90.7,39.9, 81  ,198.0
512.0,37.2,4.3,36.5, 150 ,176.0
594.0,44.9,12.4,33.5, 173 ,429.0
633.0,32.7,52.0,34.3, 80  ,1685.0
71.0,1.2,2.4,11.2, 30 ,415.0
245.0,15.8,3.9,21.2, 59  ,1428.0
534.0,28.4,8.3,58.8, 228 ,729.0
476.0,23.8,45.4,18.6, 71 ,1150.0
652.0,33.9,56.3,32.5, 141 ,1127.0
602.0,28.2,63.3,25.1, 173  ,1673.0
470.0,24.9,8.6,50.2, 134  ,3758.0
276.0,15.4,10.5,20.0, 62  ,300.0
513.0,40.7,6.4,29.6, 124  ,885.0
754.0,55.9,45.0,20.9, 179  ,785.0
490.0,22.6,48.9,24.0, 122  ,682.0
392.0,19.7,9.2,38.0, 111 ,846.0
648.0,37.2,52.6,27.6, 141  ,516.0
635.0,23.6,53.7,51.2, 157 ,268.0
253.0,16.3,3.5,24.3, 110 ,358.0
585.0,40.6,0.8,51.7, 236  ,902.0
801.0,46.2,58.6,41.7, 129 ,1610.0
1077.0,91.5,21.0,31.1, 124  ,1677.0
302.0,15.5,13.9,26.5, 109  ,717.0
264.0,12.5,27.9,10.6, 23  ,1025.0
659.0,11.0,98.0,37.2, 91 ,579.0
691.0,25.4,58.4,55.4, 160  ,3884.0
295.0,17.8,2.5,31.5, 103  ,882.0
327.0,6.4,44.6,25.1, 65 ,164.0
626.0,26.5,60.0,35.9, 111 ,543.0
301.0,19.5,4.4,26.4, 124 ,634.0
463.0,28.1,28.8,23.6, 110  ,746.0
425.0,14.5,61.6,12.5, 29  ,1273.0
250.0,14.8,4.2,24.8, 76  ,56.0
574.0,35.1,23.1,38.8, 136  ,791.0
444.0,30.3,21.8,21.9, 96  ,986.0
713.0,43.0,25.4,53.2, 213 ,1167.0
844.0,54.1,37.8,54.5, 210 ,1288.0
298.0,10.1,10.3,18.6, 70 ,330.0
700.0,41.6,28.2,49.8, 158 ,2126.0
382.0,25.3,0.4,35.8, 136  ,136.0
567.0,32.8,30.3,35.9, 120  ,451.0
380.0,12.8,48.8,15.9, 30  ,202.0
284.0,14.7,7.3,26.9, 65  ,488.0
649.0,35.0,28.0,53.3, 154  ,1521.0
586.0,44.3,14.6,31.0, 169  ,1190.0
467.0,20.3,47.8,24.0, 69  ,1339.0
395.0,11.9,32.6,37.3, 116 ,803.0
314.0,16.2,20.2,22.1, 45 ,1265.0
605.0,33.1,20.2,56.6, 141  ,755.0
537.0,34.9,33.9,22.3, 89 ,1011.0
639.0,45.0,35.8,23.7, 73 ,852.0
576.0,28.5,46.6,33.4, 91 ,1508.0
371.0,25.1,5.2,29.3, 124 ,279.0
381.0,21.6,21.0,27.3, 67 ,102.0
221.0,9.5,12.4,21.1, 78  ,262.0
274.0,10.4,7.5,37.4, 92 ,1109.0
366.0,16.5,32.9,21.0, 55 ,686.0
264.0,5.8,0.7,49.1, 134 ,358.0
990.0,58.0,49.4,63.1, 227 ,936.0
397.0,19.2,23.0,34.4, 77  ,1629.0
189.0,5.1,25.1,11.1, 24  ,417.0
216.0,11.6,16.4,11.5, 34  ,1000.0
670.0,42.0,31.2,41.3, 189  ,2106.0
431.0,19.1,34.3,26.7, 84  ,630.0
476.0,9.6,79.4,15.7, 5  ,941.0
537.0,27.1,39.1,34.9, 106  ,1183.0
245.0,9.1,28.1,14.1, 68  ,660.0
325.0,8.3,36.2,30.0, 64 ,1302.0
380.0,26.1,21.7,15.5, 122  ,521.0
753.0,36.9,67.8,37.9, 180  ,1788.0
566.0,30.1,44.3,27.9, 77 ,988.0
572.0,22.9,74.2,22.7, 30  ,1110.0
48.0,4.3,1.9,0.8, 14  ,277.0
318.0,24.6,5.6,18.6, 34  ,83.0
1014.0,47.2,87.0,59.4, 157 ,1567.0
247.0,12.2,7.2,26.2, 67 ,1564.0
301.0,18.7,11.7,22.1, 77  ,265.0
397.0,12.6,61.6,14.6, 0  ,1115.0
418.0,37.6,0.7,16.6, 82 ,937.0
215.0,9.4,24.0,13.6, 0 ,507.0
523.0,34.5,9.7,42.7, 170 ,945.0
635.0,40.2,13.5,51.7, 148  ,2848.0
466.0,18.6,34.0,37.1, 99 ,618.0
382.0,24.7,14.3,24.7, 88 ,863.0
611.0,51.6,15.0,25.4, 176 ,1395.0
340.0,7.4,57.5,14.4, 29  ,1000.0
484.0,25.8,29.3,26.8, 122 ,820.0
324.0,10.8,25.2,31.0, 103 ,627.0
501.0,40.6,4.8,30.2, 130  ,3899.0
657.0,45.3,14.2,50.6, 160 ,156.0
377.0,20.1,24.0,26.4, 157  ,457.0
928.0,77.2,46.9,16.0, 275  ,290.0
854.0,55.6,24.4,66.4, 223  ,315.0
245.0,5.8,22.8,25.8, 67 ,802.0
568.0,46.2,22.2,18.2, 75  ,1408.0
186.0,1.5,13.9,27.4, 68 ,744.0
272.0,13.3,9.2,29.4, 68 ,87.0
444.0,23.3,57.4,4.8, 70  ,264.0
640.0,50.1,15.2,30.0, 170  ,637.0
913.0,39.7,101.2,39.2, 116  ,594.0
526.0,29.4,41.7,23.6, 101  ,1223.0
347.0,17.6,16.1,30.6, 125 ,755.0
214.0,9.2,7.0,25.3, 57  ,96.0
227.0,8.4,11.4,23.6, 53  ,757.0
1030.0,67.9,12.1,78.6, 738  ,2167.0
341.0,15.2,9.5,35.6, 134  ,669.0
344.0,14.9,33.7,17.2, 52  ,1332.0
452.0,17.9,40.9,29.8, 156  ,975.0
222.0,9.5,13.0,20.2, 106  ,428.0
889.0,68.8,36.3,30.4, 138  ,646.0
704.0,36.5,46.1,49.7, 158 ,821.0
253.0,11.4,9.8,26.2, 109 ,171.0
526.0,17.9,61.7,29.4, 30 ,992.0
698.0,37.6,68.7,22.3, 114  ,709.0
531.0,7.3,81.8,41.4, 68 ,805.0
511.0,19.0,26.3,34.7, 62  ,1245.0
265.0,11.1,12.4,27.8, 95  ,535.0
514.0,33.9,14.3,34.9, 129  ,559.0
113.0,5.6,10.7,5.7, 80  ,282.0
459.0,9.3,58.7,33.9, 82  ,1769.0
255.0,4.4,45.3,12.4, 7  ,500.0
521.0,33.6,33.3,22.4, 127  ,1648.0
946.0,72.2,22.7,46.7, 208  ,978.0
330.0,12.6,33.4,20.9, 56 ,518.0
371.0,16.3,25.7,29.0, 96 ,798.0
251.0,14.5,10.6,19.7, 83  ,948.0
133.0,3.4,15.1,9.9, 23  ,618.0
262.0,15.9,11.7,17.1, 54 ,986.0
323.0,10.5,43.6,17.8, 59 ,62.0
269.0,11.0,22.3,19.6, 56  ,59.0
304.0,22.6,4.7,20.1, 76  ,665.0
173.0,4.4,19.0,15.0, 36  ,641.0
153.0,3.5,27.3,2.5, 8  ,604.0
342.0,3.6,45.3,33.5, 88 ,179.0
214.0,4.1,5.3,37.6, 97 ,1889.0
284.0,9.2,17.4,31.2, 80  ,524.0
534.0,25.2,43.8,36.9, 120  ,1290.0
631.0,39.7,29.2,38.2, 147  ,649.0
360.0,12.3,48.0,14.4, 15 ,196.0
150.0,7.2,4.8,17.6, 63  ,663.0
270.0,15.8,18.2,13.3, 65  ,796.0
527.0,32.0,29.1,30.8, 89 ,562.0
478.0,30.0,39.7,13.0, 48  ,1413.0
572.0,31.9,38.5,31.8, 250  ,1150.0
714.0,37.8,63.2,35.3, 134  ,360.0
433.0,24.9,36.5,15.7, 76  ,883.0
421.0,7.9,72.1,16.0, 8  ,426.0
571.0,18.5,65.4,36.9, 66 ,372.0
588.0,21.0,64.6,34.7, 98  ,1705.0
615.0,33.9,21.9,53.7, 203 ,1524.0
490.0,27.0,37.4,23.6, 107  ,693.0
492.0,13.9,20.1,64.0, 162 ,352.0
273.0,1.3,55.9,10.3, 0  ,716.0
464.0,21.3,37.9,29.7, 96 ,1161.0
197.0,5.2,10.7,28.2, 68 ,80.0
533.0,36.6,13.4,39.0, 175  ,2043.0
430.0,16.0,40.2,28.2, 117 ,1991.0
448.0,29.8,3.4,35.0, 113 ,639.0
574.0,31.4,36.6,36.1, 128 ,1908.0
351.0,15.6,5.4,44.6, 113  ,1133.0
153.0,8.6,2.8,15.5, 43  ,131.0
409.0,25.6,12.3,33.9, 155  ,1182.0
397.0,1.5,58.2,27.3, 74 ,505.0
568.0,18.1,66.4,32.2, 65 ,696.0
682.0,31.9,65.4,35.1, 65 ,1267.0
568.0,20.0,67.5,27.6, 113 ,2171.0
231.0,18.6,6.4,10.2, 89  ,166.0
458.0,26.3,37.3,18.9, 55  ,741.0
643.0,29.3,53.4,41.3, 108  ,707.0
199.0,3.8,16.5,24.8, 65  ,1063.0
229.0,16.3,4.8,14.7, 58  ,524.0
326.0,13.6,28.6,21.4, 53 ,671.0
605.0,40.1,4.5,51.6, 148  ,2838.0
728.0,35.5,62.1,42.9, 121  ,2690.0
491.0,25.4,0.9,61.3, 211  ,531.0
278.0,10.8,15.7,29.6, 282 ,1349.0
676.0,57.4,19.0,23.3, 61 ,717.0
209.0,9.9,6.6,25.0, 67 ,61.0
323.0,23.9,6.9,23.3, 97  ,301.0
281.0,14.2,20.1,17.4, 121  ,301.0
407.0,31.9,14.6,18.6, 98  ,721.0
376.0,24.5,19.9,17.7, 79  ,430.0
388.0,9.4,48.4,26.4, 69  ,93.0
626.0,49.3,4.5,38.2, 161  ,797.0
291.0,18.5,5.8,24.7, 67 ,1041.0
318.0,22.0,4.6,24.1, 81  ,409.0
623.0,25.9,62.9,32.5, 85 ,2057.0
291.0,11.1,28.9,19.7, 52  ,549.0
354.0,17.1,8.3,39.8, 119  ,200.0
556.0,25.5,38.6,43.4, 164  ,1510.0
250.0,22.2,9.9,4.5, 45  ,198.0
504.0,11.5,60.5,36.9, 252  ,910.0
179.0,4.4,27.6,9.2, 12  ,352.0
175.0,1.8,8.7,28.8, 68 ,1082.0
455.0,25.4,9.3,35.2, 121  ,672.0
683.0,40.2,46.1,34.3, 92  ,2182.0
238.0,9.2,20.6,19.9, 29  ,1015.0
462.0,17.2,52.3,22.9, 68  ,721.0
714.0,42.7,27.6,47.5, 172  ,3191.0
624.0,24.1,70.9,32.0, 76  ,185.0
303.0,17.6,22.1,14.4, 42  ,1115.0
402.0,24.1,29.9,18.5, 36  ,613.0
250.0,12.7,24.6,12.5, 27  ,942.0
273.0,10.7,16.5,29.3, 69 ,769.0
432.0,21.8,8.5,48.9, 154  ,278.0
645.0,45.7,39.6,19.9, 123  ,1444.0
503.0,30.9,23.0,30.4, 121  ,1015.0
457.0,9.6,68.0,24.7, 45 ,1107.0
355.0,14.7,32.6,23.0, 73  ,728.0
330.0,11.7,34.3,22.1, 52  ,994.0
940.0,61.8,67.1,24.6, 75  ,1645.0
828.0,41.1,17.7,92.1, 283  ,555.0
371.0,14.4,49.8,11.6, 0  ,788.0
544.0,7.4,95.9,20.7, 231  ,769.0
469.0,30.7,45.8,7.0, 54  ,1189.0
332.0,23.1,2.9,26.5, 81  ,754.0
425.0,14.3,49.5,23.4, 60 ,2306.0
699.0,27.6,87.4,25.4, 70  ,2442.0
261.0,16.2,17.4,11.6, 73  ,408.0
111.0,4.8,2.9,13.6, 48  ,786.0
211.0,7.6,6.7,24.3, 74  ,423.0
369.0,18.1,25.3,27.8, 47 ,1041.0
495.0,29.0,25.0,33.5, 158 ,566.0
558.0,31.1,53.5,17.6, 103  ,1214.0
506.0,27.8,41.7,20.1, 38  ,767.0
610.0,22.6,71.7,30.8, 36  ,279.0
934.0,61.1,2.5,87.9, 295  ,4110.0
355.0,9.8,53.6,12.4, 7  ,516.0
446.0,24.4,26.9,22.9, 72  ,725.0
319.0,17.1,35.9,7.2, 72  ,139.0
254.0,5.6,42.4,9.0, 6  ,592.0
375.0,17.4,44.0,18.2, 57  ,1603.0
572.0,26.9,37.8,42.5, 110 ,1329.0
455.0,23.6,29.9,29.5, 110 ,687.0
546.0,28.1,43.3,31.3, 89  ,1028.0
302.0,15.8,19.6,20.2, 62  ,821.0
295.0,13.0,29.8,19.2, 152  ,775.0
583.0,39.5,10.7,43.9, 132 ,1279.0
438.0,20.7,44.6,17.8, 41  ,624.0
704.0,43.0,15.2,62.1, 143  ,869.0
327.0,10.5,41.4,16.9, 45  ,1858.0
322.0,12.8,14.4,24.7, 69  ,470.0
460.0,18.4,54.3,21.8, 32  ,766.0
465.0,30.8,1.1,44.4, 147  ,410.0
360.0,24.3,14.3,20.6, 115  ,490.0
765.0,37.8,75.4,31.0, 86  ,1914.0
297.0,22.3,16.6,10.5, 24  ,329.0
183.0,7.2,5.4,24.0, 41  ,464.0
208.0,4.7,35.9,8.7, 0  ,298.0
366.0,13.2,32.1,27.0, 69  ,496.0
207.0,15.4,6.4,11.6, 44  ,698.0
468.0,19.2,41.2,29.7, 80  ,518.0
345.0,14.9,44.1,8.4, 0  ,3.0
218.0,3.5,20.7,25.8, 67 ,798.0
429.0,22.2,46.5,11.3, 10  ,318.0
966.0,40.7,94.2,56.9, 219  ,2516.0
263.0,16.8,6.0,21.9, 69  ,447.0
223.0,13.8,1.4,22.2, 68  ,381.0
474.0,30.4,12.9,38.1, 179 ,1141.0
207.0,10.6,2.8,23.8, 41  ,673.0
532.0,20.3,67.1,27.0, 23 ,262.0
606.0,34.1,43.2,31.4, 264  ,878.0
617.0,24.2,38.5,56.1, 230 ,1730.0
376.0,28.6,6.3,23.1, 76  ,199.0
403.0,29.0,13.0,22.1, 149  ,554.0
458.0,5.0,71.7,33.7, 65  ,1309.0
421.0,23.7,23.6,28.0, 102 ,1315.0
675.0,29.3,48.3,51.4, 137 ,1624.0
414.0,27.4,11.9,28.7, 147  ,989.0
489.0,20.5,53.7,22.7, 100  ,1121.0
178.0,9.7,8.7,13.3, 43  ,204.0
265.0,14.8,2.1,29.4, 85  ,540.0
457.0,28.3,14.2,36.4, 103 ,1152.0
499.0,18.3,47.3,32.8, 79  ,936.0
716.0,51.1,33.2,30.4, 144  ,1313.0
567.0,30.9,46.6,27.6, 114 ,365.0
314.0,14.0,7.2,35.1, 103 ,812.0
412.0,27.4,15.7,26.4, 73  ,1070.0
239.0,10.0,24.6,14.5, 39  ,724.0
380.0,14.8,49.1,11.9, 11  ,335.0
184.0,5.2,29.8,6.2, 0  ,147.0
160.0,10.7,1.1,14.0, 36  ,582.0
213.0,6.3,13.2,17.9, 49  ,128.0
280.0,20.2,11.1,13.5, 64  ,398.0
616.0,34.7,19.1,31.9, 113  ,2029.0
466.0,22.4,40.9,23.9, 39  ,1781.0
233.0,5.5,11.5,35.5, 64  ,417.0
517.0,26.2,47.5,22.8, 93  ,681.0
331.0,19.7,29.8,11.7, 30  ,472.0
284.0,5.5,37.9,20.7, 39 ,385.0
244.0,8.4,11.3,29.3, 68 ,910.0
944.0,69.4,6.1,70.1, 273 ,2546.0
396.0,18.2,8.6,46.4, 126  ,1002.0
397.0,22.9,34.9,12.4, 21  ,785.0
587.0,20.2,87.1,16.2, 0 ,930.0
190.0,4.1,8.9,27.8, 73  ,1260.0
311.0,12.5,15.8,32.3, 136 ,430.0
466.0,22.0,14.9,51.6, 362  ,565.0
388.0,14.0,11.1,53.0, 144 ,2508.0
177.0,6.4,10.4,18.4, 43 ,255.0
292.0,9.5,8.4,41.7, 107  ,1232.0
536.0,17.6,72.7,22.5, 33  ,793.0
342.0,13.6,33.8,20.0, 54  ,804.0
408.0,20.4,38.9,17.0, 60 ,670.0
481.0,19.4,57.2,20.3, 63  ,484.0
498.0,24.1,40.3,28.6, 122  ,1164.0
398.0,14.8,43.1,23.2, 82  ,117.0
419.0,33.6,14.6,20.0, 0 ,1224.0
420.0,30.8,22.2,14.9, 50  ,5252.0
397.0,17.3,38.8,21.4, 64  ,922.0
548.0,30.5,48.5,18.6, 56  ,916.0
526.0,39.7,1.9,38.6, 152 ,773.0
764.0,36.9,68.4,45.5, 162  ,2821.0
335.0,8.9,24.3,38.3, 98  ,455.0
412.0,27.7,35.6,8.3, 12  ,417.0
516.0,34.6,16.8,41.9, 140 ,2464.0
271.0,16.9,24.4,7.1, 0  ,646.0
718.0,36.8,73.1,30.2, 136 ,2290.0
765.0,52.3,35.6,36.5, 147  ,714.0
452.0,24.7,35.7,22.0, 56  ,545.0
222.0,7.0,2.7,34.9, 99  ,204.0
628.0,19.5,79.2,35.1, 69 ,298.0
860.0,32.1,94.1,46.8, 192 ,1672.0
734.0,43.8,55.8,31.7, 217  ,718.0
861.0,54.0,61.5,35.8, 120  ,2744.0
621.0,42.0,34.9,27.7, 257  ,1038.0
725.0,50.7,44.8,30.6, 104  ,1831.0
346.0,19.3,30.3,12.5, 39  ,920.0
271.0,14.6,6.6,26.6, 98  ,430.0
589.0,36.7,33.0,31.2, 140  ,1068.0
498.0,36.8,27.7,14.7, 73  ,326.0
103.0,3.5,15.7,3.5, 0  ,267.0
452.0,26.2,17.9,35.1, 115  ,951.0
865.0,35.4,91.8,47.9, 131 ,1262.0
528.0,25.9,17.1,55.2, 154 ,878.0
727.0,51.4,31.2,33.8, 194  ,1602.0
697.0,12.1,91.4,50.9, 99 ,141.0
344.0,17.9,3.7,31.8, 100 ,498.0
463.0,17.6,45.2,31.7, 88 ,1165.0
238.0,9.9,16.3,23.5, 96  ,817.0
365.0,20.4,17.0,26.9, 67 ,637.0
306.0,11.3,38.3,12.4, 21  ,613.0
396.0,11.3,64.7,11.3, 28  ,677.0
194.0,4.9,3.5,30.8, 87  ,1099.0
528.0,35.0,17.1,39.8, 69 ,573.0
524.0,35.4,25.9,23.8, 143  ,498.0
249.0,12.0,22.1,14.2, 29 ,662.0
669.0,28.3,68.6,37.2, 61 ,2252.0
597.0,32.5,29.2,46.2, 146 ,393.0
491.0,9.9,68.3,30.2, 65 ,376.0
574.0,47.9,13.1,21.5, 295  ,424.0
442.0,25.3,5.8,46.5, 217 ,1605.0
371.0,18.5,27.9,22.9, 112  ,440.0
403.0,7.7,47.1,25.5, 133  ,130.0
349.0,8.7,48.6,21.6, 27  ,305.0
252.0,15.3,1.7,27.1, 112  ,562.0
346.0,19.4,26.2,16.4, 53  ,1185.0
487.0,39.4,31.4,8.0, 65 ,777.0
311.0,19.8,2.1,29.5, 84  ,144.0
226.0,8.9,33.6,6.7, 0  ,502.0
230.0,2.7,21.4,29.1, 69 ,1351.0
281.0,9.0,8.7,40.0, 95 ,740.0
221.0,8.2,7.6,29.4, 76 ,400.0
224.0,10.4,15.0,16.4, 35  ,542.0
263.0,17.4,1.5,24.6, 67 ,910.0
353.0,21.4,20.5,20.7, 73  ,982.0
317.0,20.5,17.4,16.3, 47 ,776.0
391.0,17.7,34.0,25.4, 94  ,1466.0
297.0,26.9,0.7,12.5, 43 ,749.0
346.0,12.4,35.2,22.2, 38  ,654.0
449.0,15.4,47.9,28.2, 61  ,930.0
508.0,23.9,41.0,31.3, 98  ,201.0
334.0,22.0,1.9,31.4, 97  ,490.0
210.0,15.4,6.2,12.5, 30 ,322.0
873.0,18.5,114.7,62.7, 100  ,133.0
759.0,41.8,59.6,37.8, 239 ,505.0
245.0,7.9,18.1,24.7, 76  ,225.0
328.0,10.0,11.8,47.2, 224  ,1019.0
523.0,28.8,18.5,46.3, 153 ,463.0
441.0,14.1,63.5,17.7, 108 ,706.0
394.0,17.5,9.4,47.0, 158  ,1152.0
456.0,27.9,10.4,40.7, 182 ,761.0
466.0,38.4,2.2,27.9, 195 ,223.0
331.0,9.6,30.9,29.8, 89 ,821.0
446.0,28.1,16.7,33.0, 104 ,1306.0
365.0,23.0,10.0,28.8, 210 ,167.0
581.0,28.9,55.3,27.4, 121  ,605.0
403.0,12.9,52.0,19.5, 43  ,610.0
537.0,28.9,44.9,25.6, 67  ,852.0
694.0,41.0,39.7,40.8, 129  ,1388.0
589.0,21.0,54.0,47.4, 144 ,769.0
196.0,4.0,32.7,6.7, 10  ,194.0
361.0,9.1,42.0,29.0, 66 ,708.0
787.0,32.2,96.6,23.7, 63  ,2022.0
308.0,18.2,11.1,24.7, 70  ,94.0
571.0,44.3,14.2,28.8, 87 ,1520.0
470.0,28.2,33.2,17.7, 43  ,1748.0
302.0,15.5,1.8,27.7, 84 ,699.0
473.0,27.6,17.3,32.4, 111  ,962.0
688.0,23.2,78.8,38.7, 96  ,1357.0
389.0,19.2,30.8,24.9, 67  ,183.0
270.0,12.0,10.4,28.7, 51  ,406.0
441.0,32.5,21.7,17.4, 75  ,1624.0
423.0,25.9,16.7,31.5, 93 ,1412.0
313.0,24.4,5.6,18.4, 158  ,530.0
426.0,13.0,55.8,24.9, 73 ,377.0
587.0,34.1,14.4,52.2, 155 ,761.0
858.0,46.5,54.4,43.1, 183 ,579.0
827.0,43.0,59.0,51.0, 141 ,2173.0
184.0,15.8,4.5,6.9, 138  ,76.0
219.0,12.1,12.1,18.5, 0 ,350.0
66.0,5.8,2.2,1.4, 18  ,259.0
583.0,30.0,30.5,44.4, 230 ,567.0
393.0,22.6,9.6,25.0, 90  ,866.0
398.0,27.1,22.3,20.9, 98  ,1164.0
354.0,21.5,4.2,33.8, 72  ,205.0
389.0,21.9,0.3,45.0, 127 ,1067.0
408.0,10.8,43.7,34.0, 73  ,1187.0
400.0,12.1,27.8,42.6, 109  ,1523.0
267.0,14.3,16.8,18.7, 58  ,888.0
329.0,19.3,14.0,23.7, 88  ,542.0
470.0,33.2,1.6,40.4, 181  ,263.0
360.0,23.1,5.9,23.3, 90  ,258.0
370.0,31.8,7.2,18.8, 10 ,632.0
255.0,15.9,3.5,23.5, 61 ,98.0
375.0,10.2,59.6,14.9, 6  ,1055.0
379.0,25.1,30.9,7.9, 37  ,964.0
409.0,25.4,10.1,33.8, 187 ,326.0
752.0,30.8,80.3,36.4, 156  ,1095.0
557.0,20.3,65.7,28.2, 68  ,1002.0
524.0,23.3,57.4,19.8, 29  ,604.0
831.0,29.2,94.6,44.2, 165  ,746.0
176.0,7.3,2.5,22.2, 66  ,331.0
353.0,26.6,8.9,19.1, 75  ,322.0
670.0,38.8,26.8,50.1, 166  ,933.0
376.0,22.6,1.5,39.7, 108 ,937.0
257.0,18.5,3.2,19.2, 78  ,512.0
331.0,18.8,6.5,32.4, 112 ,229.0
336.0,15.2,40.5,8.9, 20  ,79.0
253.0,14.3,18.9,11.9, 24  ,417.0
615.0,45.9,5.4,44.4, 124 ,3133.0
642.0,32.0,53.3,35.0, 120  ,1277.0
378.0,16.6,42.7,14.5, 30  ,838.0
224.0,4.7,36.6,9.6, 0  ,323.0
465.0,25.1,23.8,36.1, 168  ,1041.0
579.0,45.1,17.5,27.5, 59  ,935.0
727.0,71.0,8.9,14.7, 35  ,478.0
311.0,5.7,25.3,34.5, 100  ,87.0
301.0,19.2,3.4,26.9, 81  ,1240.0
877.0,42.6,84.5,39.2, 121  ,844.0
547.0,27.9,37.7,36.3, 137  ,1067.0
841.0,61.1,27.6,45.7, 154 ,1226.0
299.0,19.9,18.0,17.1, 29  ,480.0
605.0,31.7,47.7,32.3, 98 ,1341.0
497.0,21.5,36.5,37.2, 94  ,1054.0
306.0,16.4,9.5,31.9, 139  ,1043.0
378.0,10.6,44.7,27.1, 173  ,207.0
564.0,28.1,29.6,46.6, 160 ,1941.0
700.0,24.9,71.3,47.6, 100  ,935.0
668.0,35.4,40.7,45.8, 129 ,3972.0
375.0,19.4,35.8,15.1, 34  ,905.0
686.0,27.4,74.9,36.0, 68 ,1332.0
432.0,12.0,60.7,20.4, 57  ,435.0
418.0,33.8,2.3,25.6, 94 ,510.0
425.0,21.3,27.6,27.9, 83  ,849.0
1063.0,53.3,84.8,59.8, 143 ,1663.0
489.0,37.0,26.3,13.4, 97  ,379.0
212.0,11.3,13.5,15.6, 20 ,578.0
209.0,8.9,6.1,23.8, 64  ,394.0
456.0,22.3,20.9,40.7, 100  ,1682.0
445.0,12.7,21.4,57.8, 150  ,470.0
274.0,3.2,29.7,29.4, 78 ,728.0
215.0,11.3,1.9,26.4, 188  ,412.0
570.0,38.5,22.8,32.1, 95 ,938.0
289.0,18.8,21.8,8.5, 28  ,404.0
495.0,29.2,26.5,31.4, 100  ,739.0
385.0,10.3,33.7,33.8, 88 ,1326.0
308.0,16.1,8.5,31.3, 97 ,388.0
545.0,26.4,51.7,25.7, 142  ,779.0
235.0,14.6,3.8,18.8, 173  ,282.0
382.0,8.9,60.2,14.0, 142  ,1534.0
266.0,15.7,19.6,11.7, 26  ,475.0
192.0,5.2,9.5,25.5, 100 ,307.0
427.0,24.7,11.1,39.3, 142 ,1610.0
360.0,21.1,16.9,27.6, 53 ,583.0
349.0,9.1,42.4,26.0, 64  ,366.0
355.0,17.8,6.0,36.4, 99  ,1151.0
